StationID,Date,Type,Value,Ignore1,Ignore2,Ignore3,Ignore4,Latitude,Longitude,Elevation,State,Station,Ignore5,Ignore6
USS0015C05S,20151229,SNWD,508,,,T,,46.4900,-115.8000,938.8,ID,Pierce R.S.,,,
USS0015C09S,20151229,SNWD,1600,,,T,,46.5600,-115.2900,1816.6,ID,Crater Meadows,,,
USS0015C10S,20151229,SNWD,1549,,,T,,46.9800,-115.0300,1844.0,MT,Hoodoo Basin,,,
USS0015D01S,20151229,SNWD,1422,,,T,,45.1900,-115.9700,1987.3,ID,Secesh Summit,,,
USS0015D06S,20151229,SNWD,1143,,,T,,45.7000,-115.2300,1938.5,ID,Mountain Meadows,,,
USS0015E02S,20151229,SNWD,1499,,,T,,44.6300,-115.7900,2005.6,ID,Big Creek Summit,,,
USS0015E04S,20151229,SNWD,2057,,,T,,44.5400,-115.5600,2090.9,ID,Deadwood Summit,,,
USS0015E08S,20151229,SNWD,1041,,,T,,44.2900,-115.6600,1639.8,ID,Cozy Cove,,,
USS0015E09S,20151229,SNWD,1549,,,T,,44.0500,-115.4400,2154.9,ID,Jackson Peak,,,
USS0015E11S,20151229,SNWD,1422,,,T,,44.3000,-115.2300,2145.8,ID,Banner Summit,,,
USS0015F01S,20151229,SNWD,1727,,,T,,43.9300,-115.6700,1859.3,ID,Mores Creek Summit,,,
USS0015F04S,20151229,SNWD,1676,,,T,,43.7600,-115.2400,2310.4,ID,Atlanta Summit,,,
USS0015F05S,20151229,SNWD,1803,,,T,,43.6300,-115.4400,2368.3,ID,Trinity Mtn.,,,
USS0015F09S,20151229,SNWD,838,,,T,,43.2700,-115.3500,1740.4,ID,Camas Creek Divide,,,
USS0015F14S,20151229,SNWD,762,,,T,,43.9500,-115.2700,1734.3,ID,Graham Guard Sta.,,,
USS0015G02S,20151229,SNWD,1194,,,T,,42.0100,-115.0000,2170.2,ID,Wilson Creek,,,
USS0015H01S,20151229,SNWD,1422,,,T,,41.8300,-115.4500,2450.6,NV,Bear Creek,,,
USS0015H03S,20151229,SNWD,787,,,T,,41.7400,-115.4700,2164.1,NV,Seventysix Creek,,,
USS0015H04S,20151229,SNWD,711,,,T,,41.7600,-115.6900,2042.2,NV,Big Bend,,,
USS0015H09S,20151229,SNWD,483,,,T,,41.2300,-116.0300,1889.8,NV,Taylor Canyon,,,
USS0015H14S,20151229,SNWD,1473,,,T,,41.8700,-115.2500,2539.0,NV,Pole Creek R.S.,,,
USS0015H19S,20151229,SNWD,533,,,T,,41.4100,-115.4500,2377.4,NV,Stag Mountain,,,
USS0015H20S,20151229,SNWD,483,,,T,,41.8900,-115.8600,2133.6,NV,Merritt Mountain,,,
USS0015H24S,20151229,SNWD,813,,,T,,41.6600,-115.3200,2194.6,NV,Draw Creek,,,
USS0015J01S,20151229,SNWD,1016,,,T,,40.8900,-115.2000,2468.9,NV,Dorsey Basin,,,
USS0015j03S,20151229,SNWD,305,,,T,,40.8600,-115.2200,1981.2,NV,Dry Creek,,,
USS0015J06S,20151229,SNWD,940,,,T,,40.6500,-115.3800,2347.0,NV,Lamoille #3,,,
USS0015J09S,20151229,SNWD,1473,,,T,,40.3800,-115.5300,2438.4,NV,Green Mountain,,,
USS0015J12S,20151229,SNWD,1346,,,T,,40.2800,-115.5300,2590.8,NV,Corral Canyon,,,
USS0015J15S,20151229,SNWD,965,,,T,,40.9400,-115.1000,2407.9,NV,Hole-in-Mountain,,,
USS0015j20S,20151229,SNWD,686,,,T,,40.8600,-115.1200,2347.0,NV,Pole Canyon,,,
USS0015J22S,20151229,SNWD,635,,,T,,40.9800,-115.1700,2133.6,NV,Tent Mtn Lower,,,
USS0015K04S,20151229,SNWD,787,,,T,,39.4500,-115.9800,2388.4,NV,Vacarro Spring,,,
USS0015L01S,20151229,SNWD,330,,,T,,38.9500,-115.3800,2267.7,NV,White River Nv,,,
USS0015L02S,20151229,SNWD,203,,,T,,39.0000,-115.4200,2657.9,NV,Corduroy Flat,,,
USS0015N10S,20151229,SNWD,254,,,T,,36.3100,-115.6800,2629.2,NV,Lee Canyon,,,
USS0015N11S,20151229,SNWD,102,,,T,,36.2500,-115.6300,2414.0,NV,Rainbow Canyon,,,
USS0016A04S,20151229,SNWD,1321,,,T,,48.0600,-116.2300,1585.0,ID,Mosquito Ridge,,,
USS0016A08S,20151229,SNWD,1880,,,T,,48.3100,-116.0700,1645.9,ID,Bear Mountain,,,
USS0016A10S,20151229,SNWD,1753,,,T,,48.3700,-116.6400,1856.2,ID,Schweitzer Basin,,,
USS0016A12S,20151229,SNWD,1372,,,T,,48.8900,-116.7600,1536.2,ID,Hidden Lake,,,
USS0016A14S,20151229,SNWD,330,,,T,,48.7200,-116.4600,1072.9,ID,Myrtle Creek,,,
USS0016B14S,20151229,SNWD,1067,,,T,,47.1500,-116.2700,1374.6,ID,Mica Creek,,,
USS0016C01S,20151229,SNWD,533,,,T,,46.9500,-116.3400,975.4,ID,Sherwin,,,
USS0016C02S,20151229,SNWD,991,,,T,,46.8100,-116.8500,1432.6,ID,Moscow Mountain,,,
USS0016D08S,20151229,SNWD,1194,,,T,,45.0700,-116.4500,1694.7,ID,West Branch,,,
USS0016D09S,20151229,SNWD,1956,,,T,,45.0400,-116.1300,1905.0,ID,Brundage Reservoir,,,
USS0016E05S,20151229,SNWD,1448,,,T,,44.7700,-116.2500,1902.0,ID,Squaw Flat,,,
USS0016E10S,20151229,SNWD,1549,,,T,,44.6100,-116.9800,1883.7,ID,Bear Saddle,,,
USS0016E14S,20151229,SNWD,483,,,T,,44.3800,-116.3400,1499.6,ID,Van Wyck,,,
USS0016E18S,20151229,SNWD,559,,,T,,44.7900,-116.0900,1490.5,ID,Long Valley,,,
USS0016F02S,20151229,SNWD,1473,,,T,,43.7600,-116.1000,1932.4,ID,Bogus Basin,,,
USS0016G01S,20151229,SNWD,914,,,T,,42.7600,-116.9000,1981.2,ID,South Mtn.,,,
USS0016G07S,20151229,SNWD,406,,,T,,42.6000,-116.5600,1746.5,ID,Mud Flat,,,
USS0016H02S,20151229,SNWD,1143,,,T,,41.5500,-116.0100,2209.8,NV,Jack Creek Upper,,,
USS0016H04S,20151229,SNWD,1473,,,T,,41.5300,-116.0100,2566.4,NV,Jacks Peak,,,
USS0016H05S,20151229,SNWD,686,,,T,,41.7800,-116.0300,2041.2,NV,Laurel Draw,,,
USS0016H06S,20151229,SNWD,762,,,T,,41.6700,-116.0700,2026.9,NV,Columbia Basin,,,
USS0016H07S,20151229,SNWD,1118,,,T,,41.3200,-116.3400,2347.0,NV,Toe Jam,,,
USS0016H08S,20151229,SNWD,1143,,,T,,41.8200,-116.1000,2133.6,NV,Fawn Creek,,,
USS0016H11S,20151229,SNWD,914,,,T,,41.3400,-116.9800,2261.6,NV,Snowstorm Mtn,,,
USS0016J01S,20151229,SNWD,940,,,T,,40.3600,-116.8600,2255.5,NV,Lewis Peak,,,
USS0017A01S,20151229,SNWD,1041,,,T,,48.6900,-117.1800,1524.0,WA,Bunchgrass Mdw,,,
USS0017B04S,20151229,SNWD,1295,,,T,,47.8800,-117.0900,1432.6,WA,Quartz Peak,,,
USS0017B06S,20151229,SNWD,1245,,,T,,47.8600,-117.0400,1283.2,ID,Ragged Mountain,,,
USS0017C04S,20151229,SNWD,584,,,T,,46.1800,-117.5400,1737.4,WA,Spruce Springs,,,
USS0017C05S,20151229,SNWD,1372,,,T,,46.1200,-117.8500,1685.5,WA,Touchet,,,
USS0017C06S,20151229,SNWD,203,,,T,,46.2400,-117.3900,1219.2,WA,Sourdough Gulch,,,
USS0017D02S,20151229,SNWD,991,,,T,,45.2100,-117.1900,2255.5,OR,Aneroid Lake #2,,,
USS0017D06S,20151229,SNWD,1092,,,T,,45.2700,-117.6900,1755.6,OR,Moss Springs,,,
USS0017D07S,20151229,SNWD,1016,,,T,,45.0800,-117.5500,1749.6,OR,Taylor Green,,,
USS0017D08S,20151229,SNWD,1651,,,T,,45.0000,-117.1700,1645.9,OR,Schneider Meadows,,,
USS0017D18S,20151229,SNWD,711,,,T,,45.2700,-117.1700,2411.0,OR,Mt. Howard,,,
USS0017D20S,20151229,SNWD,1727,,,T,,45.9800,-117.9500,1700.8,OR,Milk Shakes,,,
USS0017H02S,20151229,SNWD,737,,,T,,41.7500,-117.5300,2107.7,NV,Buckskin Lower,,,
USS0017H07S,20151229,SNWD,635,,,T,,41.5200,-117.6300,1828.8,NV,Lamance Creek,,,
USS0017H08S,20151229,SNWD,1270,,,T,,41.6700,-117.5700,2603.9,NV,Granite Peak,,,
USS0017J02S,20151229,SNWD,660,,,T,,40.8800,-117.5900,2010.5,NV,Golconda,,,
USS0017K04S,20151229,SNWD,1194,,,T,,39.2900,-117.1100,2650.2,NV,Big Creek Sum,,,
USS0018A19S,20151229,SNWD,610,,,T,,48.1900,-118.4600,1338.1,WA,Gold Mountain,,,
USS0018A21S,20151229,SNWD,559,,,T,,48.8600,-118.4000,1426.5,WA,Sentinel Butte,,,
USS0018A26S,20151229,SNWD,635,,,T,,48.9500,-118.9900,1633.7,WA,Gold Axe Camp,,,
USS0018D04S,20151229,SNWD,330,,,T,,45.5600,-118.4500,1158.2,OR,Emigrant Springs,,,
USS0018D06S,20151229,SNWD,457,,,T,,45.2700,-118.8500,1514.9,OR,Lucky Strike,,,
USS0018D08S,20151229,SNWD,254,,,T,,45.1900,-118.5500,1472.2,OR,County Line,,,
USS0018D09S,20151229,SNWD,508,,,T,,45.1500,-118.2200,1569.7,OR,Beaver Reservoir,,,
USS0018D19S,20151229,SNWD,1168,,,T,,45.7000,-118.1100,1499.6,OR,High Ridge,,,
USS0018D20S,20151229,SNWD,457,,,T,,45.3600,-118.4700,1380.7,OR,Bowman Springs,,,
USS0018D21S,20151229,SNWD,813,,,T,,45.0700,-118.1500,1716.0,OR,Wolf Creek,,,
USS0018E03S,20151229,SNWD,635,,,T,,44.8700,-118.1100,1679.4,OR,Eilertson Meadows,,,
USS0018E05S,20151229,SNWD,914,,,T,,44.8300,-118.1900,1783.1,OR,Bourne,,,
USS0018E08S,20151229,SNWD,813,,,T,,44.7600,-118.3100,1649.0,OR,Gold Center,,,
USS0018E09S,20151229,SNWD,838,,,T,,44.6600,-118.4300,1569.7,OR,Tipton,,,
USS0018E16S,20151229,SNWD,1143,,,T,,44.2500,-118.5200,1789.2,OR,Blue Mountain Spring,,,
USS0018E18S,20151229,SNWD,787,,,T,,44.2100,-118.6400,1597.2,OR,Lake Creek R.S.,,,
USS0018F01S,20151229,SNWD,457,,,T,,44.0100,-118.8400,1612.4,OR,Rock Springs,,,
USS0018G01S,20151229,SNWD,864,,,T,,42.7500,-118.6900,2130.6,OR,Silvies,,,
USS0018G02S,20151229,SNWD,1549,,,T,,42.7100,-118.6300,2334.8,OR,Fish Creek,,,
USS0018H01S,20151229,SNWD,610,,,T,,41.9700,-118.1900,1981.2,NV,Disaster Peak,,,
USS0018H02S,20151229,SNWD,737,,,T,,41.4900,-119.0000,2319.2,NV,Summit Lk,,,
USS0019A02S,20151229,SNWD,559,,,T,,48.6600,-119.8400,1359.4,WA,Salmon Meadows,,,
USS0019A09S,20151229,SNWD,533,,,T,,48.5900,-119.8700,1362.5,WA,Muckamuck,,,
USS0019A13S,20151229,SNWD,813,,,T,,48.3600,-119.0800,1527.0,WA,Moses Mtn,,,
USS0019D02S,20151229,SNWD,889,,,T,,45.1900,-119.2500,1758.7,OR,Arbuckle Mtn,,,
USS0019D03S,20151229,SNWD,381,,,T,,45.1100,-119.5000,1569.7,OR,Madison Butte,,,
USS0019E03S,20151229,SNWD,1092,,,T,,44.4500,-119.9300,1783.1,OR,Derr.,,,
USS0019E07S,20151229,SNWD,559,,,T,,44.2600,-119.0200,1600.2,OR,Starr Ridge,,,
USS0019F01S,20151229,SNWD,711,,,T,,43.9500,-119.5400,1898.9,OR,Snow Mountain,,,
USS0019k03S,20151229,SNWD,406,,,T,,39.2500,-119.8800,1984.2,NV,Little Valley,,,
USS0019K04S,20151229,SNWD,940,,,T,,39.1600,-119.9000,2401.8,NV,Marlette Lake,,,
USS0019K07S,20151229,SNWD,1473,,,T,,39.3200,-119.8900,2682.5,NV,Mt Rose Ski Area,,,
USS0019K08S,20151229,SNWD,1092,,,T,,39.4600,-119.9400,2514.3,NV,Big Meadow,,,
USS0019L03S,20151229,SNWD,1194,,,T,,38.8500,-119.9400,2370.1,CA,Hagan's Meadow,,,
USS0019L06S,20151229,SNWD,965,,,T,,38.5100,-119.6300,2357.9,CA,Poison Flat,,,
USS0019L07S,20151229,SNWD,1041,,,T,,38.3100,-119.6000,2690.5,CA,Sonora Pass,,,
USS0019L08S,20151229,SNWD,457,,,T,,38.3000,-119.5500,2194.0,CA,Leavitt Meadows,,,
USS0019L13S,20151229,SNWD,711,,,T,,38.0700,-119.2300,2878.8,CA,Virginia Lakes Ridge,,,
USS0019L17S,20151229,SNWD,864,,,T,,38.4400,-119.3700,2814.2,CA,Lobdell Lake,,,
USS0019L19S,20151229,SNWD,1346,,,T,,38.5500,-119.8000,2671.6,CA,Ebbetts Pass,,,
USS0019L24S,20151229,SNWD,1473,,,T,,38.9200,-119.9200,2615.8,CA,Heavenly Valley,,,
USS0019L38S,20151229,SNWD,2134,,,T,,38.2800,-119.6100,2931.3,CA,Leavitt Lake,,,
USS0019L39S,20151229,SNWD,330,,,T,,38.6700,-119.8200,1863.9,CA,Spratt Creek,,,
USS0019L40S,20151229,SNWD,889,,,T,,38.6700,-119.6100,2532.9,CA,Monitor Pass,,,
USS0019L41S,20151229,SNWD,1194,,,T,,38.7200,-119.8900,2477.7,CA,Burnside Lake,,,
USS0019L42S,20151229,SNWD,991,,,T,,38.4000,-119.5400,2838.6,CA,Summit Meadow,,,
USS0019L43S,20151229,SNWD,1448,,,T,,38.6800,-119.9600,2443.6,CA,Forestdale Creek,,,
USS0019L44S,20151229,SNWD,1346,,,T,,38.8400,-119.8900,2608.2,CA,Horse Meadow,,,
USS0019L45S,20151229,SNWD,1346,,,T,,38.6900,-119.9900,2546.0,CA,Carson Pass,,,
USS0020A05S,20151229,SNWD,2007,,,T,,48.7200,-120.6600,1978.2,WA,Harts Pass,,,
USS0020A07S,20151229,SNWD,1346,,,T,,48.5300,-120.9900,1316.7,WA,Thunder Basin,,,
USS0020A09S,20151229,SNWD,1575,,,T,,48.5200,-120.7400,1490.5,WA,Rainy Pass,,,
USS0020A12S,20151229,SNWD,2286,,,T,,48.4400,-120.9200,1402.1,WA,Park Creek Ridge,,,
USS0020A23S,20151229,SNWD,2565,,,T,,48.2000,-120.9200,1822.7,WA,Lyman Lake,,,
USS0020A41S,20151229,SNWD,711,,,T,,48.5700,-120.7800,1197.9,WA,Swamp Creek,,,
USS0020A46S,20151229,SNWD,1575,,,T,,48.0700,-120.8500,893.1,WA,Trinity,,,
USS0020B02S,20151229,SNWD,940,,,T,,47.3500,-120.6800,1292.4,WA,Blewett Pass,,,
USS0020B07S,20151229,SNWD,787,,,T,,47.2900,-120.3700,1319.8,WA,Upper Wheeler,,,
USS0020B11S,20151229,SNWD,1016,,,T,,47.2800,-120.4900,1642.9,WA,Grouse Camp,,,
USS0020B24S,20151229,SNWD,864,,,T,,47.9900,-120.5700,1094.2,WA,Pope Ridge,,,
USS0020B25S,20151229,SNWD,787,,,T,,47.2300,-120.2900,1670.3,WA,Trough,,,
USS0020D01S,20151229,SNWD,584,,,T,,45.9900,-120.6800,1207.0,WA,Satus Pass,,,
USS0020D02S,20151229,SNWD,1346,,,T,,45.9900,-120.8100,1633.7,WA,Indian Rock,,,
USS0020E02S,20151229,SNWD,762,,,T,,44.4300,-120.3300,1655.1,OR,Ochoco Meadows,,,
USS0020G02S,20151229,SNWD,711,,,T,,42.7000,-120.8000,2158.0,OR,Summer Rim,,,
USS0020G06S,20151229,SNWD,330,,,T,,42.3200,-120.8300,1743.5,OR,Quartz Mountain,,,
USS0020G09S,20151229,SNWD,483,,,T,,42.1300,-120.8400,1758.7,OR,Strawberry,,,
USS0020G12S,20151229,SNWD,991,,,T,,42.6400,-120.9500,1883.7,OR,Crazyman Flat,,,
USS0020H02S,20151229,SNWD,432,,,T,,41.8900,-120.7500,1575.8,CA,Crowder Flat,,,
USS0020H06S,20151229,SNWD,1245,,,T,,41.5800,-120.3000,2142.7,CA,Cedar Pass,,,
USS0020H12S,20151229,SNWD,1448,,,T,,41.9900,-120.1800,2243.3,CA,Dismal Swamp,,,
USS0020H13S,20151229,SNWD,965,,,T,,41.2400,-120.7900,1886.7,CA,Adin Mtn,,,
USS0020K03S,20151229,SNWD,533,,,T,,39.4900,-120.2800,1967.8,CA,Independence Creek,,,
USS0020K04S,20151229,SNWD,432,,,T,,39.4500,-120.2900,2134.5,CA,Independence Camp,,,
USS0020K05S,20151229,SNWD,1448,,,T,,39.4300,-120.3100,2545.7,CA,Independence Lake,,,
USS0020K13S,20151229,SNWD,737,,,T,,39.3000,-120.1800,1983.9,CA,Truckee #2,,,
USS0020K25S,20151229,SNWD,1245,,,T,,39.1400,-120.2200,2028.4,CA,Ward Creek #3,,,
USS0020K30S,20151229,SNWD,940,,,T,,39.1900,-120.2600,2447.2,CA,Squaw Valley G.C.,,,
USS0020K31S,20151229,SNWD,1321,,,T,,39.3300,-120.3700,2089.4,CA,Css Lab,,,
USS0020L02S,20151229,SNWD,965,,,T,,39.0000,-120.1300,2343.6,CA,Rubicon #2,,,
USS0020L06S,20151229,SNWD,1524,,,T,,38.8500,-120.0800,2337.8,CA,Echo Peak,,,
USS0020L10S,20151229,SNWD,279,,,T,,38.9300,-120.0500,1900.7,CA,Fallen Leaf,,,
USS0021A01S,20151229,SNWD,1803,,,T,,48.8800,-121.2600,1106.4,WA,Beaver Pass,,,
USS0021A09S,20151229,SNWD,1905,,,T,,48.7600,-121.7000,1072.9,WA,Marten Ridge,,,
USS0021A28S,20151229,SNWD,2591,,,T,,48.9300,-121.2000,1777.0,WA,Brown Top,,,
USS0021A31S,20151229,SNWD,1346,,,T,,48.8700,-121.7900,1228.3,WA,Wells Creek,,,
USS0021A32S,20151229,SNWD,1422,,,T,,48.6900,-121.9100,926.6,WA,Elbow Lake,,,
USS0021A35S,20151229,SNWD,178,,,T,,48.9800,-121.0800,515.1,WA,Hozomeen Camp,,,
USS0021B01S,20151229,SNWD,1600,,,T,,47.7500,-121.0900,1204.0,WA,Stevens Pass,,,
USS0021B04S,20151229,SNWD,1448,,,T,,47.5400,-121.0900,1045.5,WA,Fish Lake,,,
USS0021B10S,20151229,SNWD,1753,,,T,,47.2700,-121.3400,1173.5,WA,Stampede Pass,,,
USS0021B13S,20151229,SNWD,1549,,,T,,47.0200,-121.4600,1767.8,WA,Corral Pass,,,
USS0021B17S,20151229,SNWD,1803,,,T,,47.3000,-121.6000,1161.3,WA,Rex River,,,
USS0021B20S,20151229,SNWD,1651,,,T,,47.3300,-121.4700,911.4,WA,Tinkham Creek,,,
USS0021B31S,20151229,SNWD,1829,,,T,,47.1600,-121.4200,1414.3,WA,Sawmill Ridge,,,
USS0021B42S,20151229,SNWD,1168,,,T,,47.2800,-121.6700,975.4,WA,Cougar Mountain,,,
USS0021B48S,20151229,SNWD,1473,,,T,,47.7800,-121.7000,1066.8,WA,Alpine Meadows,,,
USS0021B50S,20151229,SNWD,1372,,,T,,47.2000,-121.7800,1188.7,WA,Lynn Lake,,,
USS0021B51S,20151229,SNWD,1600,,,T,,47.3800,-121.0600,1322.8,WA,Sasse Ridge,,,
USS0021B55S,20151229,SNWD,2235,,,T,,47.3700,-121.4400,1228.3,WA,Olallie Meadows,,,
USS0021B59S,20151229,SNWD,1803,,,T,,47.2800,-121.4700,984.5,WA,Meadows Pass,,,
USS0021B60S,20151229,SNWD,1397,,,T,,47.6800,-121.6100,1008.9,WA,Skookum Creek,,,
USS0021B62S,20151229,SNWD,457,,,T,,47.0700,-121.5900,685.8,WA,Huckleberry Creek,,,
USS0021B63S,20151229,SNWD,1067,,,T,,47.0400,-121.9400,1271.0,WA,Burnt Mountain,,,
USS0021C10S,20151229,SNWD,1295,,,T,,46.5500,-121.1700,1804.4,WA,Green Lake,,,
USS0021C13S,20151229,SNWD,2007,,,T,,46.0900,-121.7600,1307.6,WA,Surprise Lakes,,,
USS0021C14S,20151229,SNWD,1422,,,T,,46.3500,-121.5100,1374.6,WA,Potato Hill,,,
USS0021C17S,20151229,SNWD,2261,,,T,,46.9100,-121.4800,1649.0,WA,Morse Lake,,,
USS0021C20S,20151229,SNWD,1321,,,T,,46.1800,-121.9300,1036.3,WA,Spencer Meadow,,,
USS0021C26S,20151229,SNWD,1651,,,T,,46.2700,-121.9600,1197.9,WA,Lone Pine,,,
USS0021C28S,20151229,SNWD,1295,,,T,,46.6400,-121.3800,1353.3,WA,White Pass E.S.,,,
USS0021C35S,20151229,SNWD,2616,,,T,,46.7800,-121.7500,1563.6,WA,Paradise,,,
USS0021C38S,20151229,SNWD,1600,,,T,,46.8100,-121.3300,1405.1,WA,Bumping Ridge,,,
USS0021C39S,20151229,SNWD,838,,,T,,46.3600,-121.0800,1560.6,WA,Lost Horse,,,
USS0021C40S,20151229,SNWD,508,,,T,,46.9300,-121.9500,963.2,WA,Mowich,,,
USS0021C41S,20151229,SNWD,2540,,,T,,46.8700,-121.5300,1597.2,WA,Cayuse Pass,,,
USS0021C42S,20151229,SNWD,584,,,T,,46.1000,-121.9600,652.3,WA,Pepper Creek,,,
USS0021C43S,20151229,SNWD,1397,,,T,,46.6400,-121.8300,1149.1,WA,Skate Creek,,,
USS0021C44S,20151229,SNWD,1499,,,T,,46.3200,-121.9400,1353.3,WA,Pinto Rock,,,
USS0021D01S,20151229,SNWD,1041,,,T,,45.6200,-121.7000,1008.9,OR,Greenpoint,,,
USS0021D08S,20151229,SNWD,2032,,,T,,45.3200,-121.7200,1636.8,OR,Mt Hood Test Site,,,
USS0021D12S,20151229,SNWD,864,,,T,,45.1900,-121.6900,1161.3,OR,Clear Lake,,,
USS0021D13S,20151229,SNWD,635,,,T,,45.1000,-121.7500,1036.3,OR,Clackamas Lake,,,
USS0021D33S,20151229,SNWD,1448,,,T,,45.4300,-121.8600,1112.5,OR,Blazed Alder,,,
USS0021D35S,20151229,SNWD,1270,,,T,,45.2500,-121.7400,1240.5,OR,Mud Ridge,,,
USS0021E04S,20151229,SNWD,483,,,T,,44.5900,-121.9700,789.4,OR,Marion Forks,,,
USS0021E05S,20151229,SNWD,1016,,,T,,44.4400,-121.9500,1140.0,OR,Santiam Jct.,,,
USS0021E06S,20151229,SNWD,1143,,,T,,44.4200,-121.8600,1460.0,OR,Hogg Pass,,,
USS0021E07S,20151229,SNWD,1651,,,T,,44.2100,-121.8700,1453.9,OR,Mckenzie,,,
USS0021E13S,20151229,SNWD,838,,,T,,44.1400,-121.6400,1734.3,OR,Three Creeks Meadow,,,
USS0021F10S,20151229,SNWD,1143,,,T,,43.5100,-121.9800,1496.6,OR,New Crescent Lake,,,
USS0021F12S,20151229,SNWD,813,,,T,,42.9600,-121.1800,1749.6,OR,Silver Creek,,,
USS0021F21S,20151229,SNWD,1575,,,T,,43.8000,-121.9500,1688.6,OR,Irish Taylor,,,
USS0021F22S,20151229,SNWD,940,,,T,,43.2300,-121.8100,1478.3,OR,Chemult Alternate,,,
USS0021G03S,20151229,SNWD,508,,,T,,42.6900,-121.4300,1533.1,OR,Taylor Butte,,,
USS0021G04S,20151229,SNWD,432,,,T,,42.2100,-121.1300,1490.5,OR,Gerber Reservoir,,,
USS0021G17S,20151229,SNWD,1600,,,T,,42.7900,-121.9800,1645.9,OR,Sun Pass,,,
USS0022C09S,20151229,SNWD,1829,,,T,,46.1500,-122.1500,1048.5,WA,June Lake,,,
USS0022C10S,20151229,SNWD,1575,,,T,,46.1900,-122.2500,1216.2,WA,Sheep Canyon,,,
USS0022C12S,20151229,SNWD,787,,,T,,46.2600,-122.1800,1072.9,WA,Spirit Lake,,,
USS0022C13S,20151229,SNWD,2489,,,T,,46.1600,-122.1800,1353.3,WA,Swift Creek,,,
USS0022D01S,20151229,SNWD,457,,,T,,45.9000,-122.2200,762.0,WA,Calamity,,,
USS0022D02S,20151229,SNWD,1168,,,T,,45.5500,-122.0000,932.7,OR,North Fork,,,
USS0022D03S,20151229,SNWD,584,,,T,,45.4500,-122.0300,819.9,OR,South Fork Bull Run,,,
USS0022E07S,20151229,SNWD,889,,,T,,44.3900,-122.1700,1072.9,OR,Jump Off Joe,,,
USS0022E08S,20151229,SNWD,965,,,T,,44.5200,-122.0900,1124.7,OR,Daly Lake,,,
USS0022E09S,20151229,SNWD,1295,,,T,,44.6100,-122.2300,1225.3,OR,Little Meadows,,,
USS0022E10S,20151229,SNWD,1829,,,T,,44.3300,-122.0900,1438.7,OR,Bear Grass,,,
USS0022E11S,20151229,SNWD,635,,,T,,44.3000,-122.0400,996.7,OR,Smith Ridge,,,
USS0022F03S,20151229,SNWD,1651,,,T,,43.5900,-122.0600,1554.5,OR,Cascade Summit,,,
USS0022F04S,20151229,SNWD,1295,,,T,,43.6100,-122.1200,1286.3,OR,Salt Creek Falls,,,
USS0022F05S,20151229,SNWD,254,,,T,,43.6600,-122.2100,816.9,OR,Railroad Overpass,,,
USS0022F14S,20151229,SNWD,1981,,,T,,43.4500,-122.1400,1709.9,OR,Summit Lake,,,
USS0022F18S,20151229,SNWD,1270,,,T,,43.1900,-122.1400,1609.3,OR,Diamond Lake,,,
USS0022F42S,20151229,SNWD,1499,,,T,,43.6700,-122.5700,1502.7,OR,Holland Meadows,,,
USS0022F43S,20151229,SNWD,1422,,,T,,43.9000,-122.0300,1508.8,OR,Roaring River,,,
USS0022F45S,20151229,SNWD,584,,,T,,43.2300,-122.4300,987.6,OR,Toketee Airstrip,,,
USS0022G06S,20151229,SNWD,2286,,,T,,42.8700,-122.1700,1831.8,OR,Annie Springs,,,
USS0022G12S,20151229,SNWD,1981,,,T,,42.4400,-122.2300,1819.7,OR,Fourmile Lake,,,
USS0022G13S,20151229,SNWD,1803,,,T,,42.4100,-122.2700,1609.3,OR,Billie Creek Divide,,,
USS0022G14S,20151229,SNWD,1168,,,T,,42.3800,-122.3500,1420.4,OR,Fish Lk.,,,
USS0022G21S,20151229,SNWD,1524,,,T,,42.0500,-122.8500,1844.0,OR,Big Red Mountain,,,
USS0022G24S,20151229,SNWD,1626,,,T,,42.5300,-122.1800,1810.5,OR,Cold Springs Camp,,,
USS0022G26S,20151229,SNWD,711,,,T,,42.2200,-122.3700,1396.0,OR,Howard Prairie,,,
USS0022G33S,20151229,SNWD,1702,,,T,,42.7000,-122.1400,1737.4,OR,Sevenmile Marsh,,,
USS0023B06S,20151229,SNWD,1524,,,T,,47.7600,-123.0300,1207.0,WA,Mount Crag,,,
USS0023B16S,20151229,SNWD,660,,,T,,47.8700,-123.0800,1222.2,WA,Dungeness,,,
USS0023B17S,20151229,SNWD,1803,,,T,,47.9400,-123.4300,1527.0,WA,Waterhole,,,
USS0023B18S,20151229,SNWD,2184,,,T,,47.7100,-123.4600,1484.4,WA,Buckinghorse,,,
USS0023D01S,20151229,SNWD,610,,,T,,45.5400,-123.3700,947.9,OR,Saddle Mountain,,,
USS0023D02S,20151229,SNWD,152,,,T,,45.5300,-123.3000,627.9,OR,Seine Creek,,,
USS0023D03S,20151229,SNWD,0,,,T,,45.2500,-123.2800,128.0,OR,Miller Woods,,,
USS0023G09S,20151229,SNWD,864,,,T,,42.7200,-123.2000,1322.8,OR,King Mountain,,,
USS0023G15S,20151229,SNWD,1245,,,T,,42.0800,-123.3400,1563.6,OR,Bigelow Camp,,,
USW00003013,20151229,SNWD,0,,,W,,38.0700,-102.6881,1129.0,CO,LAMAR MUNI AP,,,
USW00003017,20151229,SNWD,30,,,W,,39.8328,-104.6575,1650.2,CO,DENVER INTL AP,,,72565
