StationID,Date,Type,Value,Ignore1,Ignore2,Ignore3,Ignore4,Latitude,Longitude,Elevation,State,Station,Ignore5,Ignore6
USC00413579,20151230,SNWD,0,,,H,,31.8772,-99.6292,637.0,TX,GLEN COVE 2 NE,,,
USC00413877,20151230,SNWD,0,,,H,,32.5111,-94.5889,76.2,TX,HALLSVILLE 1 W,,,
USC00413992,20151230,SNWD,0,,,H,,33.1497,-99.7350,480.7,TX,HASKELL,,HCN,
USC00414140,20151230,SNWD,25,,,H,,36.1161,-100.0239,781.5,TX,HIGGINS,,,
USC00414202,20151230,SNWD,0,,,H,,32.7275,-95.1925,150.9,TX,HOLLY LAKE RCH,,,
USC00414556,20151230,SNWD,0,,,H,,30.8472,-97.5994,259.1,TX,JARRELL,,,
USC00414770,20151230,SNWD,0,,,H,,31.0158,-104.1108,1402.7,TX,KENT 8SE,,,
USC00414792,20151230,SNWD,0,,,H,,31.0658,-97.6919,248.4,TX,KILLEEN,,,
USC00414810,20151230,SNWD,0,,,H,,27.5311,-97.8497,17.4,TX,KINGSVILLE,,,
USC00414950,20151230,SNWD,0,,,H,,29.2694,-103.7575,732.4,TX,LAJITAS,,,
USC00414967,20151230,SNWD,76,,,H,,33.0642,-101.0489,694.9,TX,LAKE ALAN HENRY,,,
USC00414968,20151230,SNWD,0,,,H,,29.4589,-103.4994,1100.0,TX,LAKE AMENT,,,
USC00414976,20151230,SNWD,0,,,H,0800,32.8242,-95.5275,126.2,TX,LAKE FORK RSVR,,,
USC00415060,20151230,SNWD,0,,,H,,27.5683,-99.4983,131.1,TX,LAREDO 2,,,
USC00415183,20151230,SNWD,279,,,H,,33.5500,-102.3758,1071.1,TX,LEVELLAND,,,
USC00415247,20151230,SNWD,25,,,H,,36.2358,-100.2675,746.8,TX,LIPSCOMB,,,
USC00415344,20151230,SNWD,0,,,H,,32.5183,-94.7189,153.6,TX,LONGVIEW #2,,,
USC00415427,20151230,SNWD,0,,,H,0800,31.3417,-94.7325,93.0,TX,LUFKIN #2,,,
USC00415435,20151230,SNWD,0,,,H,,30.2503,-94.1786,11.9,TX,LUMBERTON,,,
USC00415618,20151230,SNWD,0,,,H,,32.5403,-94.3508,107.3,TX,MARSHALL,,HCN,
USC00415650,20151230,SNWD,0,,,H,,30.7478,-99.2306,472.4,TX,MASON,,,
USC00415658,20151230,SNWD,51,,,H,,34.0044,-100.8250,736.1,TX,MATADOR,,,
USC00415707,20151230,SNWD,0,,,H,,31.1331,-102.2217,750.1,TX,MCCAMEY,,HCN,
USC00415822,20151230,SNWD,0,,,H,,30.9044,-99.7864,603.8,TX,MENARD,,,
USC00416074,20151230,SNWD,102,,,H,,33.7183,-102.7586,1150.3,TX,MORTON,,,
USC00416104,20151230,SNWD,0,,,H,,30.7053,-104.0233,2069.6,TX,MT LOCKE,,,
USC00416108,20151230,SNWD,0,,,H,,33.1689,-95.0056,129.5,TX,MT PLEASANT,,,
USC00416119,20151230,SNWD,0,,,H,0700,33.1964,-95.2236,136.2,TX,MT VERNON,,,
USC00416135,20151230,SNWD,127,,,H,,34.2192,-102.7328,1167.4,TX,MULESHOE #1,,HCN,
USC00416270,20151230,SNWD,0,,,H,0800,33.4547,-94.4089,105.2,TX,NEW BOSTON,,,
USC00416273,20151230,SNWD,0,,,H,,29.7044,-98.0286,191.4,TX,NEW BRAUNFELS WFO,,,
USC00416335,20151230,SNWD,0,,,H,0700,31.9747,-95.1381,113.4,TX,NEW SUMMERFIELD 2W,,,
USC00416644,20151230,SNWD,152,,,H,,34.1797,-102.1356,1109.5,TX,OLTON,,,
USC00416733,20151230,SNWD,0,,,H,,30.4267,-101.0367,646.2,TX,OZONA 22SE,,,
USC00416740,20151230,SNWD,25,,,H,,34.0067,-100.2989,579.1,TX,PADUCAH,,,
USC00416742,20151230,SNWD,25,,,H,,33.8083,-100.2981,558.4,TX,PADUCAH 15 S,,,
USC00416745,20151230,SNWD,0,,,H,,33.8758,-100.3831,594.4,TX,PADUCAH 10S,,,
USC00416776,20151230,SNWD,127,,,H,,35.5544,-100.9736,960.1,TX,PAMPA 2,,,
USC00417079,20151230,SNWD,152,,,H,,34.1892,-101.7022,1027.2,TX,PLAINVIEW,,HCN,
USC00417081,20151230,SNWD,178,,,H,,34.1981,-101.7461,1051.6,TX,PLAINVIEW WTR PRODUCTN,,,
USC00417111,20151230,SNWD,0,,,H,,28.9606,-98.4772,130.8,TX,PLEASANTON,,,
USC00417206,20151230,SNWD,0,,,H,,33.1986,-101.3744,795.8,TX,POST,,,
USC00417327,20151230,SNWD,0,,,H,,32.3664,-99.1925,496.8,TX,PUTNAM,,,
USC00417743,20151230,SNWD,0,,,H,,32.4481,-100.5264,725.4,TX,ROSCOE,,,
USC00417873,20151230,SNWD,0,,,H,,29.3283,-99.4653,290.5,TX,SABINAL,,,
USC00417944,20151230,SNWD,0,,,H,0800,31.3706,-100.4942,579.1,TX,SAN ANGELO WFO,,,
USC00418232,20151230,SNWD,127,,,N,,33.6878,-101.9853,1011.3,TX,SHALLOWATER,,,
USC00418326,20151230,SNWD,0,,,H,,31.9550,-99.5439,612.6,TX,SILVER VALLEY,,,
USC00418449,20151230,SNWD,0,,,H,,30.5831,-100.6503,651.7,TX,SONORA,,,
USC00418818,20151230,SNWD,102,,,H,,33.1714,-101.7981,951.0,TX,TAHOKA,,,
USC00418862,20151230,SNWD,0,,,H,,30.5844,-97.4156,174.0,TX,TAYLOR 1NW,,,
USC00418863,20151230,SNWD,0,,,H,,30.9731,-98.9433,557.8,TX,TAYLOR RCH,,,
USC00419175,20151230,SNWD,25,,,H,,34.5475,-101.7614,1060.7,TX,TULIA,,,
USC00419191,20151230,SNWD,127,,,H,,34.3956,-100.8972,710.2,TX,TURKEY,,,
USC00419207,20151230,SNWD,0,,,H,1830,32.3067,-95.2969,167.6,TX,TYLER,,,
USC00419270,20151230,SNWD,0,,,H,,30.5908,-104.4914,1353.3,TX,VALENTINE,,,
USC00419361,20151230,SNWD,0,,,H,,28.8608,-97.0181,30.8,TX,VICTORIA FIRE DEPT #5,,,
USC00419711,20151230,SNWD,0,,,H,,33.4561,-101.0925,735.2,TX,WHITE RIVER RESERVOIR,,,
USC00419754,20151230,SNWD,0,,,H,,30.5347,-94.4456,61.0,TX,WILDWOOD,,,
USC00420072,20151230,SNWD,1321,,,H,1800,40.5906,-111.6369,2660.9,UT,ALTA,,,
USC00420074,20151230,SNWD,203,,,H,,40.3561,-110.2878,1941.6,UT,ALTAMONT,,,
USC00420086,20151230,SNWD,127,,,H,1700,37.4403,-112.4819,2163.5,UT,ALTON,,HCN,
USC00420336,20151230,SNWD,0,,,H,0800,38.6164,-109.6192,1247.5,UT,ARCHES NP HQS,,,
USC00420688,20151230,SNWD,0,,,H,,37.0769,-111.6639,1249.7,UT,BIG WATER,,,
USC00420738,20151230,SNWD,279,,,H,1800,37.6131,-109.4847,1838.6,UT,BLANDING,,HCN,
USC00420788,20151230,SNWD,0,,,H,1800,37.2825,-109.5575,1316.4,UT,BLUFF,,HCN,
USC00420928,20151230,SNWD,51,,,H,,41.5239,-112.0436,1289.3,UT,BRIGHAM CITY WASTE PLT,,,
USC00421020,20151230,SNWD,0,,,H,,37.5300,-110.7203,1164.9,UT,BULLFROG BASIN,,,
USC00421144,20151230,SNWD,25,,,H,0800,39.8997,-113.7128,1323.4,UT,CALLAO,,,
USC00421163,20151230,SNWD,51,,,H,0800,38.4600,-109.8214,1789.5,UT,CANYONLANDS-THE NECK,,,
USC00421171,20151230,SNWD,0,,,H,,38.2917,-111.2622,1676.4,UT,CAPITOL REEF NP,,,
USC00421259,20151230,SNWD,178,,,H,,37.7083,-113.1439,1856.2,UT,CEDAR CITY,,,
USC00421759,20151230,SNWD,356,,,H,,40.6189,-111.7836,1521.0,UT,COTTONWOOD WEIR,,,
USC00422057,20151230,SNWD,406,,,H,0800,40.4044,-111.5289,1606.3,UT,DEER CREEK DAM,,,
USC00422173,20151230,SNWD,152,,,H,0900,40.4378,-109.3045,1464.0,UT,DINOSAUR NM-QUARRY AREA,,,
USC00422253,20151230,SNWD,51,,,H,1800,40.1678,-110.3950,1682.5,UT,DUCHESNE,,HCN,
USC00422558,20151230,SNWD,25,,,H,,37.5764,-113.7150,1621.5,UT,ENTERPRISE,,,
USC00422592,20151230,SNWD,0,,,H,,37.7686,-111.5978,1770.9,UT,ESCALANTE,,HCN,
USC00422828,20151230,SNWD,203,,,H,1700,38.9664,-112.3278,1560.6,UT,FILLMORE,,HCN,
USC00422852,20151230,SNWD,0,,,H,0800,39.8400,-113.3978,1328.0,UT,FISH SPRINGS NWR,,,
USC00423012,20151230,SNWD,127,,,H,,38.5778,-112.3347,1804.4,UT,FREMONT INDIAN SP,,,
USC00423600,20151230,SNWD,152,,,H,0800,38.2553,-110.1800,2011.7,UT,HANS FLAT RS,,,
USC00424100,20151230,SNWD,76,,,H,0800,37.3858,-109.0750,1597.2,UT,HOVENWEEP NM,,,
USC00424342,20151230,SNWD,203,,,H,0600,40.3611,-109.3464,1443.5,UT,JENSEN,,,
USC00424755,20151230,SNWD,0,,,H,,37.5142,-111.9883,1769.4,UT,KODACHROME BASIN PARK,,,
USC00424856,20151230,SNWD,356,,,H,1700,41.8250,-111.3208,1822.7,UT,LAKETOWN,,HCN,
USC00424968,20151230,SNWD,0,,,H,,37.2008,-113.2686,973.5,UT,LA VERKIN,,,
USC00425065,20151230,SNWD,279,,,H,,39.5608,-111.8653,1614.8,UT,LEVAN,,HCN,
USC00425138,20151230,SNWD,76,,,H,0800,39.7267,-112.3069,1594.1,UT,LITTLE SAHARA REC AREA,,,
USC00425148,20151230,SNWD,76,,,H,,38.4058,-111.6433,2154.9,UT,LOA,,,
USC00425182,20151230,SNWD,102,,,H,0700,41.7350,-111.8564,1364.0,UT,LOGAN RADIO KVNU,,,
USC00425186,20151230,SNWD,152,,,H,0800,41.7456,-111.8033,1460.0,UT,LOGAN UTAH ST UNIV,,HCN,
USC00425194,20151230,SNWD,51,,,H,0900,41.6661,-111.8914,1367.9,UT,LOGAN 5 SW EXP FARM,,,
USC00425402,20151230,SNWD,0,,,H,,39.2583,-111.6306,1749.6,UT,MANTI,,HCN,
USC00425733,20151230,SNWD,0,,,H,1600,38.5744,-109.5458,1235.4,UT,MOAB,,HCN,
USC00425892,20151230,SNWD,381,,,H,1600,40.7497,-111.7222,1652.0,UT,MTN DELL DAM,,,
USC00426123,20151230,SNWD,152,,,H,1700,40.4178,-110.0511,1813.6,UT,NEOLA,,,
USC00426135,20151230,SNWD,279,,,H,2400,39.7122,-111.8319,1563.0,UT,NEPHI,,HCN,
USC00426181,20151230,SNWD,25,,,H,,37.4636,-113.2897,1574.9,UT,NEW HARMONY,,,
USC00426357,20151230,SNWD,0,,,H,0730,39.3758,-112.3342,1560.6,UT,OAK CITY,,,
USC00426405,20151230,SNWD,254,,,H,,41.2458,-111.9369,1393.5,UT,OGDEN NE BENCH,,,
USC00426601,20151230,SNWD,178,,,H,,37.8156,-112.4386,2026.0,UT,PANGUITCH,,HCN,
USC00426869,20151230,SNWD,457,,,H,,41.2578,-111.8378,1505.7,UT,PINE VIEW DAM,,,
USC00427064,20151230,SNWD,102,,,H,,40.2458,-111.6508,1392.9,UT,PROVO BYU,,,
USC00427395,20151230,SNWD,25,,,H,1700,40.2878,-109.9586,1528.3,UT,ROOSEVELT RADIO,,,74420
USC00427516,20151230,SNWD,0,,,H,0800,37.1189,-113.6067,870.8,UT,ST GEORGE,,HCN,
USC00427606,20151230,SNWD,0,,,H,,40.7708,-111.8964,1304.5,UT,SALT LAKE TRIAD CTR,,,
USC00427686,20151230,SNWD,127,,,H,,39.9578,-111.7794,1572.8,UT,SANTAQUIN CHLORINATOR,,,
USC00428119,20151230,SNWD,76,,,H,,40.0797,-111.6044,1438.7,UT,SPANISH FORK PWR HOUSE,,HCN,
USC00428771,20151230,SNWD,152,,,H,1700,40.5353,-112.3217,1506.9,UT,TOOELE,,HCN,
USC00428828,20151230,SNWD,102,,,H,,41.9153,-111.9128,1357.9,UT,TRENTON,,,
USC00428973,20151230,SNWD,254,,,H,,40.3603,-111.8972,1373.1,UT,UTAH LAKE LEHI,,HCN,
USC00428978,20151230,SNWD,25,,,H,1700,41.0497,-112.9367,1353.3,UT,UTAH TEST RANGE,,,
USC00429111,20151230,SNWD,178,,,N,0630,40.4386,-109.5211,1611.5,UT,VERNAL 1S,,HCN,
USC00429133,20151230,SNWD,152,,,H,0700,40.1056,-112.4350,1650.2,UT,VERNON,,,
USC00429165,20151230,SNWD,254,,,H,1600,40.7908,-111.4078,1810.5,UT,WANSHIP DAM,,,
USC00429368,20151230,SNWD,0,,,H,,39.5447,-110.6861,1645.9,UT,WELLINGTON 3 E,,,
USC00431565,20151230,SNWD,102,,,H,,44.0069,-72.3194,359.7,VT,CORINTH,,,
USC00432773,20151230,SNWD,152,,,H,,44.9097,-72.8136,129.5,VT,ENOSBURG FALLS 2,,,
USC00434120,20151230,SNWD,76,,,H,,44.8128,-71.8903,365.8,VT,ISLAND POND,,,
USC00434261,20151230,SNWD,127,,,H,0730,44.5842,-72.7869,354.5,VT,JEFFERSONVILLE,,,
USC00435273,20151230,SNWD,102,,,H,0800,44.2553,-72.6006,161.5,VT,MONTPELIER 2,,,
USC00435416,20151230,SNWD,152,,,H,1600,44.5247,-72.8153,1204.0,VT,MT MANSFIELD,,,
USC00435542,20151230,SNWD,127,,,H,,44.9489,-72.1911,240.8,VT,NEWPORT,,,72612
USC00435768,20151230,SNWD,127,,,H,0700,43.6028,-72.3622,173.7,VT,NORTH HARTLAND LAKE,,,
USC00435982,20151230,SNWD,127,,,H,,43.3392,-72.5056,170.7,VT,N SPRINGFIELD LAKE,,,
USC00436335,20151230,SNWD,178,,,H,0700,43.2667,-72.9000,518.2,VT,PERU,,,
USC00436391,20151230,SNWD,127,,,H,,44.2764,-72.4153,243.8,VT,PLAINFIELD,,,
USC00436893,20151230,SNWD,102,,,H,,43.8578,-72.8045,253.0,VT,ROCHESTER,,,
USC00436995,20151230,SNWD,51,,,N,,43.6253,-72.9781,189.0,VT,RUTLAND,,,
USC00437054,20151230,SNWD,0,,,H,,44.4200,-72.0194,213.4,VT,SAINT JOHNSBURY,,HCN,72614
USC00437612,20151230,SNWD,102,,,H,0700,44.0725,-72.9736,408.7,VT,SOUTH LINCOLN,,HCN,
USC00438169,20151230,SNWD,152,,,H,0700,44.6122,-72.0481,457.2,VT,SUTTON,,,
USC00438172,20151230,SNWD,102,,,H,,44.6650,-72.0233,304.8,VT,SUTTON 2NE,,,
USC00438556,20151230,SNWD,102,,,H,,43.7917,-72.2578,140.2,VT,UNION VILLAGE DAM,,,
USC00438652,20151230,SNWD,102,,,H,0700,44.5028,-72.2203,685.8,VT,WALDEN 4N,,,
USC00439984,20151230,SNWD,152,,,H,,43.6303,-72.5072,182.9,VT,WOODSTOCK,,,
USC00439988,20151230,SNWD,152,,,H,0700,44.3747,-72.5822,414.5,VT,WORCESTER 2 W,,,
USC00440021,20151230,SNWD,0,,,H,,36.6686,-81.9647,586.7,VA,ABINGDON 3S,,,
USC00440079,20151230,SNWD,0,,,H,0800,36.9400,-77.8981,114.6,VA,ALBERTA 5N,,,
USC00440243,20151230,SNWD,0,,,H,0700,37.3261,-78.8275,259.1,VA,APPOMATTOX,,,
USC00440327,20151230,SNWD,0,,,H,1800,37.7500,-77.4833,67.1,VA,ASHLAND,,,
USC00440561,20151230,SNWD,0,,,H,0700,37.3789,-79.5589,374.3,VA,BEDFORD 4 NW,,,
USC00440766,20151230,SNWD,0,,,H,0700,37.2039,-80.4144,641.0,VA,BLACKSBURG NWSO,,HCN,
USC00441082,20151230,SNWD,0,,,H,0700,37.0678,-78.9517,124.4,VA,BROOKNEAL,,,
USC00441136,20151230,SNWD,0,,,H,0700,37.5083,-78.5333,176.8,VA,BUCKINGHAM,,,
USC00441159,20151230,SNWD,0,,,H,0700,37.7267,-79.3628,256.0,VA,BUENA VISTA,,,
USC00441209,20151230,SNWD,0,,,H,0700,37.0925,-81.3358,935.1,VA,BURKES GARDEN,,HCN,
USC00441593,20151230,SNWD,0,,,H,,38.0328,-78.5225,264.0,VA,CHARLOTTESVILLE 2W,,HCN,
USC00441614,20151230,SNWD,0,,,H,0700,36.8225,-79.4103,198.4,VA,CHATHAM,,,
USC00441692,20151230,SNWD,0,,,H,0700,37.1278,-80.4033,640.1,VA,CHRISTIANSBURG,,,
USC00441746,20151230,SNWD,0,,,H,0700,36.6214,-78.5506,100.6,VA,CLARKSVILLE,,,
USC00441999,20151230,SNWD,0,,,H,0700,37.0864,-80.1422,819.9,VA,COPPER HILL,,,
USC00442044,20151230,SNWD,0,,,H,0700,37.8106,-79.9883,374.9,VA,COVINGTON FLTR PLT,,,
USC00442142,20151230,SNWD,0,,,H,0700,37.6664,-77.8769,106.7,VA,CROZIER,,,
USC00442208,20151230,SNWD,0,,,H,,38.4547,-78.9353,413.9,VA,DALE ENTERPRISE,,HCN,
USC00443272,20151230,SNWD,0,,,H,0700,36.6542,-80.9183,719.3,VA,GALAX WTP,,,
USC00443310,20151230,SNWD,0,,,H,0700,37.9458,-79.9542,539.5,VA,GATHRIGHT DAM,,,
USC00443375,20151230,SNWD,0,,,H,0700,37.6183,-79.4358,224.6,VA,GLASGOW 1 SE,,,
USC00443640,20151230,SNWD,0,,,H,,37.2822,-82.0894,356.6,VA,GRUNDY,,,
USC00444039,20151230,SNWD,0,,,H,0700,37.5442,-79.4031,246.9,VA,HOLCOMB ROCK,,,
USC00444101,20151230,SNWD,0,,,H,,37.2992,-77.2775,12.2,VA,HOPEWELL,,HCN,
USC00444128,20151230,SNWD,0,,,H,0700,37.9969,-79.8317,681.5,VA,HOT SPRINGS,,HCN,
USC00444148,20151230,SNWD,0,,,H,0700,37.1258,-79.5253,273.7,VA,HUDDLESTON 4 SW,,,
USC00444676,20151230,SNWD,0,,,H,0700,37.2392,-80.1994,402.3,VA,LAFAYETTE 1 NE,,,
USC00444876,20151230,SNWD,0,,,H,0700,37.7767,-79.4386,334.4,VA,LEXINGTON,,HCN,
USC00445453,20151230,SNWD,0,,,H,0700,36.6667,-80.4481,678.2,VA,MEADOWS OF DAN 5 SW,,,
USC00446125,20151230,SNWD,0,,,H,0700,37.0156,-82.3214,807.7,VA,NORA 4 SSE,,,
USC00446161,20151230,SNWD,0,,,H,,37.4314,-76.4414,3.0,VA,NORTH,,,
USC00446593,20151230,SNWD,0,,,H,0700,37.6694,-79.2775,312.1,VA,PEDLAR DAM,,,
USC00446955,20151230,SNWD,0,,,H,0700,37.0556,-80.7842,563.9,VA,PULASKI 2 E,,,
USC00446999,20151230,SNWD,0,,,H,0700,37.2008,-80.5864,548.6,VA,RADFORD 3 N,,,
USC00447174,20151230,SNWD,0,,,H,0700,37.0947,-81.7936,582.2,VA,RICHLANDS,,,
USC00447278,20151230,SNWD,0,,,H,0700,37.3617,-79.9592,362.7,VA,ROANOKE 8 N,,,
USC00447338,20151230,SNWD,0,,,H,0700,36.9769,-79.8961,400.8,VA,ROCKY MT,,HCN,
USC00447506,20151230,SNWD,0,,,H,0700,36.8894,-81.7711,528.2,VA,SALTVILLE 1N,,,
USC00447925,20151230,SNWD,0,,,H,0700,36.6953,-78.8808,100.3,VA,SOUTH BOSTON,,,
USC00448022,20151230,SNWD,0,,,H,0700,37.2714,-80.7131,594.4,VA,STAFFORDSVILLE 3 ENE,,,
USC00448062,20151230,SNWD,0,,,H,,38.1692,-79.0844,51.5,VA,STAUNTON WATER TRMTMT PLT,,HCN,
USC00448084,20151230,SNWD,0,,,H,2400,38.9764,-77.4869,87.8,VA,STERLING RCS,,,
USC00448129,20151230,SNWD,0,,,H,0800,36.9742,-77.4042,32.0,VA,STONY CREEK 2 N,,,
USC00448170,20151230,SNWD,0,,,H,0700,36.6364,-80.2514,419.1,VA,STUART,,,
USC00448800,20151230,SNWD,0,,,H,2400,36.9839,-77.0078,34.4,VA,WAKEFIELD 1NW,,,
USC00448829,20151230,SNWD,0,,,H,,37.7433,-77.0400,15.2,VA,WALKERTON 2 NW,,,
USC00448941,20151230,SNWD,0,,,H,,38.0803,-78.8750,387.1,VA,WAYNESBORO WTP,,,
USC00449025,20151230,SNWD,0,,,H,,37.5658,-76.8000,6.1,VA,WEST POINT 2 NW,,,
USC00449186,20151230,SNWD,0,,,H,,39.1833,-78.1167,207.3,VA,WINCHESTER 7 SE,,,
USC00449272,20151230,SNWD,0,,,H,0700,36.7847,-80.2825,457.2,VA,WOOLWINE,,,
USC00449301,20151230,SNWD,0,,,H,0700,36.9617,-81.0869,749.2,VA,WYTHEVILLE 1 S,,,
USC00450294,20151230,SNWD,76,,,H,0700,46.2039,-117.2472,1037.2,WA,ASOTIN 14 SW,,,
USC00450456,20151230,SNWD,381,,,H,,47.7722,-121.4819,234.7,WA,BARING,,,
USC00450668,20151230,SNWD,0,,,H,0800,45.9981,-120.3006,919.0,WA,BICKLETON,,,
USC00450844,20151230,SNWD,178,,,H,,48.9947,-117.3544,559.9,WA,BOUNDARY DAM,,,
USC00451160,20151230,SNWD,254,,,H,0800,45.8678,-121.9733,345.6,WA,CARSON FISH HATCHERY,,,
USC00451233,20151230,SNWD,432,,,H,,47.4144,-121.7561,475.5,WA,CEDAR LAKE,,HCN,
USC00451350,20151230,SNWD,254,,,H,0800,47.8344,-120.0006,363.9,WA,CHELAN,,,
USC00451395,20151230,SNWD,229,,,H,,48.2733,-117.7408,509.0,WA,CHEWELAH,,,
USC00451504,20151230,SNWD,305,,,H,0800,47.1889,-120.9131,579.1,WA,CLE ELUM,,HCN,
USC00451760,20151230,SNWD,0,,,H,,46.0625,-122.2042,200.9,WA,COUGAR 6 E,,,
USC00451767,20151230,SNWD,178,,,H,,47.9544,-118.9997,524.0,WA,COULEE DAM 1 SW,,,
USC00452007,20151230,SNWD,356,,,H,0800,47.6575,-118.1614,722.1,WA,DAVENPORT,,HCN,
USC00452507,20151230,SNWD,203,,,H,0800,47.0294,-120.5386,519.7,WA,ELLENSBURG #2,,,
USC00452563,20151230,SNWD,279,,,H,0800,47.6983,-120.3228,313.0,WA,ENTIAT FISH HATCHERY,,,
USC00453222,20151230,SNWD,76,,,H,0800,45.8081,-120.8428,499.9,WA,GOLDENDALE,,HCN,
USC00453529,20151230,SNWD,203,,,H,,47.6856,-119.1111,582.2,WA,HARTLINE,,,
USC00453730,20151230,SNWD,1168,,,H,0800,48.1989,-120.7736,980.8,WA,HOLDEN VILLAGE,,,
USC00454338,20151230,SNWD,25,,,H,,46.8167,-117.8831,449.9,WA,LACROSSE,,,
USC00454679,20151230,SNWD,152,,,H,1700,47.0022,-118.5658,496.8,WA,LIND 3 NE,,,
USC00454764,20151230,SNWD,864,,,H,,46.7492,-121.8120,841.9,WA,LONGMIRE RAINIER NPS,,HCN,
USC00455110,20151230,SNWD,0,,,H,,46.5044,-122.5939,85.3,WA,MAYFIELD PWR PLT,,,
USC00455133,20151230,SNWD,660,,,H,,48.6008,-120.4275,652.6,WA,MAZAMA,,,
USC00455305,20151230,SNWD,0,,,H,,45.9547,-122.5639,68.3,WA,MERWIN DAM,,,
USC00455659,20151230,SNWD,686,,,H,1600,45.9997,-121.5403,594.4,WA,MT ADAMS RS,,,
USC00455840,20151230,SNWD,51,,,H,,48.6758,-121.2419,160.0,WA,NEWHALEM,,,
USC00455946,20151230,SNWD,178,,,H,0700,48.8742,-117.8667,450.2,WA,NORTHPORT,,HCN,
USC00456039,20151230,SNWD,0,,,H,0700,47.3328,-118.6967,470.0,WA,ODESSA,,HCN,
USC00456262,20151230,SNWD,25,,,H,,46.6092,-121.6744,323.1,WA,PACKWOOD,,,
USC00456789,20151230,SNWD,102,,,H,0800,46.7603,-117.1861,766.6,WA,PULLMAN 2 NW,,HCN,
USC00456898,20151230,SNWD,3124,,,H,0800,46.7858,-121.7425,1654.1,WA,RAINIER PARADISE RS,,,
USC00456974,20151230,SNWD,406,,,H,1900,48.6469,-118.7314,798.6,WA,REPUBLIC,,,
USC00457180,20151230,SNWD,229,,,H,,47.2325,-117.3625,733.0,WA,ROSALIA,,,
USC00457185,20151230,SNWD,305,,,H,,48.7272,-121.0722,376.7,WA,ROSS DAM,,,
USC00457342,20151230,SNWD,432,,,H,0800,45.9481,-120.6669,787.9,WA,SATUS PASS 2 SSW,,,
USC00457522,20151230,SNWD,178,,,H,0830,46.6722,-120.4994,341.4,WA,SELAH 2 NE,,,
USC00457794,20151230,SNWD,432,,,H,,45.8175,-121.3531,736.1,WA,SNOWDEN,,,
USC00457941,20151230,SNWD,305,,,H,2400,47.6811,-117.6267,729.1,WA,SPOKANE WFO,,,
USC00458059,20151230,SNWD,635,,,H,0800,48.3508,-120.7264,383.1,WA,STEHEKIN 4 NW,,HCN,
USC00458508,20151230,SNWD,457,,,H,,47.7000,-121.6908,609.6,WA,TOLT SOUTH FORK RSVR,,,
USC00458932,20151230,SNWD,25,,,H,0700,46.0922,-118.2592,384.4,WA,WALLA WALLA DOT,,,
USC00459012,20151230,SNWD,432,,,H,0700,47.6497,-120.0800,812.0,WA,WATERVILLE,,HCN,
USC00459074,20151230,SNWD,152,,,H,0800,47.4289,-120.3100,190.8,WA,WENATCHEE,,HCN,
USC00459200,20151230,SNWD,0,,,H,0800,46.0436,-118.4628,192.6,WA,WHITMAN MISSION,,,
USC00459238,20151230,SNWD,203,,,H,,47.7681,-118.7239,689.5,WA,WILBUR,,HCN,
USC00459376,20151230,SNWD,483,,,H,1600,48.4742,-120.1886,533.1,WA,WINTHROP 1 WSW,,HCN,
USC00459455,20151230,SNWD,203,,,H,2000,46.5742,-120.6008,353.6,WA,YAKIMA 5 WSW,,,
USC00460102,20151230,SNWD,0,,,H,0700,37.7272,-80.6592,469.4,WV,ALDERSON,,,
USC00460527,20151230,SNWD,0,,,H,,39.2728,-79.3683,735.2,WV,BAYARD,,,
USC00460580,20151230,SNWD,0,,,H,0700,37.7647,-81.1939,710.2,WV,BECKLEY VA HOSPITAL,,,
USC00460925,20151230,SNWD,0,,,H,0700,37.2556,-81.2264,874.8,WV,BLUEFIELD,,,
USC00460939,20151230,SNWD,0,,,H,0700,37.6411,-80.8831,423.7,WV,BLUESTONE LAKE,,,
USC00462211,20151230,SNWD,0,,,H,0700,39.0981,-79.4322,1132.3,WV,DAVIS 3SE,,,
USC00463251,20151230,SNWD,0,,,H,0700,38.2894,-79.8186,890.3,WV,FROST 3NE,,,
USC00463648,20151230,SNWD,0,,,H,0700,38.9100,-81.0844,217.3,WV,GRANTSVILLE 1ESE,,,
USC00463940,20151230,SNWD,0,,,H,0800,39.2189,-81.0486,254.5,WV,HARRISVILLE,,,
USC00464840,20151230,SNWD,0,,,H,,39.4206,-79.0050,274.3,WV,KEYSER 2 SSW,,,
USC00465224,20151230,SNWD,0,,,H,0700,37.8564,-80.4042,701.0,WV,LEWISBURG 3 N,,HCN,
USC00465353,20151230,SNWD,0,,,H,0800,37.8717,-81.9947,192.6,WV,LOGAN,,,
USC00465600,20151230,SNWD,0,,,H,,37.7447,-81.8872,223.1,WV,MAN,,,
USC00465875,20151230,SNWD,0,,,H,0700,37.9900,-80.6803,975.4,WV,MCROSS 3 E,,,
USC00465963,20151230,SNWD,0,,,H,0700,39.4700,-80.8572,223.7,WV,MIDDLEBOURNE 3 ESE,,,
USC00466284,20151230,SNWD,0,,,H,,38.1878,-80.8483,594.4,WV,MT NEBO 1 S,,,
USC00466442,20151230,SNWD,0,,,H,0700,40.5261,-80.6275,205.7,WV,NEW CUMBERLAND L/D,,,
USC00466867,20151230,SNWD,0,,,H,0700,39.0736,-79.6339,541.0,WV,PARSONS 1 NE,,HCN,
USC00468308,20151230,SNWD,0,,,H,0700,38.3989,-79.9950,1478.3,WV,SNOWSHOE,,,
